0.31	1.84585E21
0.31039	1.86629E21
0.31078	1.90115E21
0.31117	1.90953E21
0.31156	1.8907E21
0.31195	1.91482E21
0.31234	1.95102E21
0.31274	1.97531E21
0.31313	1.95335E21
0.31353	1.93885E21
0.31392	1.90844E21
0.31432	1.87964E21
0.31472	1.83812E21
0.31512	1.81911E21
0.31552	1.73729E21
0.31592	1.68202E21
0.31633	1.69873E21
0.31673	1.70203E21
0.31714	1.73156E21
0.31754	1.91629E21
0.31795	1.90857E21
0.31836	1.79344E21
0.31877	1.64454E21
0.31918	1.612E21
0.31959	1.54942E21
0.32	1.59729E21
0.32041	1.73192E21
0.32083	1.89832E21
0.32124	1.86647E21
0.32166	1.97888E21
0.32208	2.04507E21
0.3225	2.0262E21
0.32292	2.06325E21
0.32334	1.76119E21
0.32376	2.18787E21
0.32418	2.15957E21
0.32461	2.18492E21
0.32503	1.7485E21
0.32546	1.85125E21
0.32589	2.08099E21
0.32632	2.19627E21
0.32675	1.96795E21
0.32718	1.71424E21
0.32761	1.93991E21
0.32804	2.09938E21
0.32848	1.97694E21
0.32891	1.9848E21
0.32935	1.85253E21
0.32979	1.91273E21
0.33023	1.93273E21
0.33067	1.98892E21
0.33111	2.20289E21
0.33155	1.87942E21
0.33199	1.81568E21
0.33244	1.95314E21
0.33289	2.24479E21
0.33333	2.16847E21
0.33378	1.92024E21
0.33423	1.94123E21
0.33468	2.22369E21
0.33514	2.23691E21
0.33559	2.07507E21
0.33604	1.97695E21
0.3365	1.91728E21
0.33696	1.68556E21
0.33741	9.72943E20
0.33787	1.58539E21
0.33834	2.04912E21
0.3388	2.17231E21
0.33926	2.1761E21
0.33973	1.9984E21
0.34019	2.08378E21
0.34066	2.24771E21
0.34113	2.00818E21
0.3416	1.9331E21
0.34207	1.98005E21
0.34254	2.23667E21
0.34302	1.81672E21
0.34349	1.81036E21
0.34397	1.97028E21
0.34444	1.94372E21
0.34492	1.82397E21
0.3454	1.77548E21
0.34589	1.71472E21
0.34637	1.89753E21
0.34685	1.60346E21
0.34734	1.54007E21
0.34783	1.99592E21
0.34831	1.97727E21
0.3488	1.65215E21
0.3493	1.91398E21
0.34979	1.72598E21
0.35028	1.62645E21
0.35078	1.69571E21
0.35127	1.98699E21
0.35177	2.03208E21
0.35227	2.14633E21
